l_id;wkt_srid_4326;;;;;;;
l348;"SRID=4326;LINESTRING(6.77252314401924 51.1471055233119,6.80182365898612 51.124788107918)";0.074348167;36.43060197;490;1;;-36.43060197;36.43060197
l349;"SRID=4326;LINESTRING(6.7097559453279 51.0909324851035,6.77252314401924 51.1471055233119)";0.225121331;110.3094521;490;1;;110.3094521;110.3094521
l350;"SRID=4326;LINESTRING(8.62480055555283 51.4278884079658,8.2117054289867 51.1779850077285)";0.263026329;447.1447591;1700;1;;-447.1447591;447.1447591
l351;"SRID=4326;LINESTRING(8.99279243937742 51.3430094105575,8.62480055555283 51.4278884079658)";0.285138969;484.7362473;1700;1;;-484.7362473;484.7362473
l352;"SRID=4326;LINESTRING(8.99279243937742 51.3430094105575,8.62480055555283 51.4278884079658)";0.285104754;484.6780819;1700;1;;-484.6780819;484.6780819
l353;"SRID=4326;LINESTRING(7.98506747780853 50.8422254631609,7.86394571439194 50.7682419302039)";0.983469407;481.9000095;490;1;;481.9000095;481.9000095
l354;"SRID=4326;LINESTRING(8.28486180869833 50.7590735041179,7.86394571439194 50.7682419302039)";0.162946617;277.0092491;1700;1;;-277.0092491;277.0092491
l355;"SRID=4326;LINESTRING(7.22423843379854 53.349927162548,7.20605287251855 53.3413192735744)";0.038745521;18.98530509;490;1;;-18.98530509;18.98530509
l356;"SRID=4326;LINESTRING(8.08565060815886 53.6058342194744,8.06005701182283 53.6202026205826)";0.100678732;49.33257862;490;1;;-49.33257862;49.33257862
l357;"SRID=4326;LINESTRING(9.31819528207498 54.7160494380133,9.27063393311954 55.0370264929238)";0.663346643;325.0398552;490;1;;325.0398552;325.0398552
l358;"SRID=4326;LINESTRING(9.31819528207498 54.7160494380133,9.43342737750221 55.0187237565518)";0.557631022;273.2392006;490;1;;273.2392006;273.2392006
l359;"SRID=4326;LINESTRING(7.43348672766729 50.4365192111658,7.44948701423191 50.4025259728409)";0.243519831;119.3247173;490;1;;-119.3247173;119.3247173
l360;"SRID=4326;LINESTRING(7.59330185837014 50.3859438273488,7.44948701423191 50.4025259728409)";0.104524834;177.6922174;1700;1;;-177.6922174;177.6922174
l361;"SRID=4326;LINESTRING(8.122642304058 53.5605160665145,8.12215705538293 53.5658323327544)";0.12532351;61.40851977;490;1;;-61.40851977;61.40851977
l362;"SRID=4326;LINESTRING(8.122642304058 53.5605160665145,8.08565060815886 53.6058342194744)";0.112485907;55.11809428;490;1;;-55.11809428;55.11809428
l363;"SRID=4326;LINESTRING(11.6389126099956 52.2687358982154,11.727353429381 52.5689470103264)";0.101373609;172.3351361;1700;1;;-172.3351361;172.3351361
l364;"SRID=4326;LINESTRING(9.98460987842098 53.7411288196703,9.20210266340539 53.8951623622383)";0.066942953;113.8030202;1700;1;;-113.8030202;113.8030202
l365;"SRID=4326;LINESTRING(9.98460987842098 53.7411288196703,10.1575057595216 53.5551266364644)";0.075164807;127.7801715;1700;1;;-127.7801715;127.7801715
l366;"SRID=4326;LINESTRING(11.6389126099956 52.2687358982154,11.5615085243446 52.1239035693175)";0.140788942;68.98658154;490;1;;68.98658154;68.98658154
l367;"SRID=4326;LINESTRING(11.6389126099956 52.2687358982154,11.5615085243446 52.1239035693175)";0.140768126;68.97638196;490;1;;68.97638196;68.97638196
l368;"SRID=4326;LINESTRING(11.6389126099956 52.2687358982154,12.1869848529515 53.8157751978716)";0.155533089;76.21121349;490;1;;76.21121349;76.21121349
l369;"SRID=4326;LINESTRING(11.6389126099956 52.2687358982154,12.1869848529515 53.8157751978716)";0.155489126;76.18967173;490;1;;76.18967173;76.18967173
l370;"SRID=4326;LINESTRING(13.078642146735 54.2848461827889,12.2135605906601 54.1119998916809)";0.1900362;93.11773812;490;1;;93.11773812;93.11773812
l371;"SRID=4326;LINESTRING(14.4762521312891 53.1967495435604,14.2708346906575 53.0962865828729)";0.292734132;143.4397247;490;1;;-143.4397247;143.4397247
l372;"SRID=4326;LINESTRING(12.8139099558581 50.8579185289825,13.3823234132251 51.3559961800368)";0.664215024;1,129;1700;1;;-1129.16554;1129.16554
l373;"SRID=4326;LINESTRING(12.8139099558581 50.8579185289825,13.3823234132251 51.3559961800368)";0.66427903;1,129;1700;1;;-1129.274351;1129.274351
l374;"SRID=4326;LINESTRING(12.8139099558581 50.8579185289825,12.0449825821974 50.7812567747087)";0.072009957;35.28487875;490;1;;-35.28487875;35.28487875
l375;"SRID=4326;LINESTRING(12.8139099558581 50.8579185289825,12.518222136544 51.157072596162)";0.959110126;469.9639617;490;1;;-469.9639617;469.9639617
l376;"SRID=4326;LINESTRING(12.518222136544 51.157072596162,12.0449825821974 50.7812567747087)";0.468183664;229.4099951;490;1;;229.4099951;229.4099951
l377;"SRID=4326;LINESTRING(12.8139099558581 50.8579185289825,11.6463786860412 50.5348769896165)";0.034314422;58.33451696;1700;1;;-58.33451696;58.33451696
l378;"SRID=4326;LINESTRING(12.8139099558581 50.8579185289825,12.0449825821974 50.7812567747087)";0.126366812;214.8235798;1700;1;;-214.8235798;214.8235798
l379;"SRID=4326;LINESTRING(11.6463786860412 50.5348769896165,12.0449825821974 50.7812567747087)";0.093111087;158.2888472;1700;1;;-158.2888472;158.2888472
l380;"SRID=4326;LINESTRING(8.08162672435001 52.8586374919795,8.05283756803222 53.3338809660191)";0.165773327;81.22893;490;1;;-81.22893;81.22893
l381;"SRID=4326;LINESTRING(8.08162672435001 52.8586374919795,8.05283756803222 53.3338809660191)";0.165773327;81.22893;490;1;;-81.22893;81.22893
l382;"SRID=4326;LINESTRING(7.22423843379854 53.349927162548,8.05283756803222 53.3338809660191)";0.106316636;52.09515169;490;1;;-52.09515169;52.09515169
l383;"SRID=4326;LINESTRING(7.22423843379854 53.349927162548,8.05283756803222 53.3338809660191)";0.106290587;52.08238774;490;1;;-52.08238774;52.08238774
l384;"SRID=4326;LINESTRING(9.88280432069129 51.5155075368656,9.56710206574622 51.325257359953)";0.134487413;65.89883255;490;1;;-65.89883255;65.89883255
l385;"SRID=4326;LINESTRING(9.88280432069129 51.5155075368656,9.56710206574622 51.325257359953)";0.134479149;65.89478322;490;1;;-65.89478322;65.89478322
l386;"SRID=4326;LINESTRING(8.30775696202904 52.3456357754793,7.88957673752775 52.2773967844269)";0.050103963;24.55094202;490;1;;-24.55094202;24.55094202
l387;"SRID=4326;LINESTRING(8.10495964382999 52.2642614054462,7.88957673752775 52.2773967844269)";0.310083765;151.941045;490;1;;-151.941045;151.941045
l388;"SRID=4326;LINESTRING(8.10495964382999 52.2642614054462,7.88957673752775 52.2773967844269)";0.310083765;151.941045;490;1;;-151.941045;151.941045
l389;"SRID=4326;LINESTRING(12.0074138795974 55.4515085212621,12.2147735094259 54.1003234808405)";0.123921569;632;5100;3;;-632;632
l390;"SRID=4326;LINESTRING(7.88957673752775 52.2773967844269,7.74679252616918 52.2885115307228)";0.781676219;383.0213475;490;1;;-383.0213475;383.0213475
l391;"SRID=4326;LINESTRING(8.12061826655718 48.7053527235337,7.91072937298184 48.501288357463)";0.429306893;210.3603773;490;1;;210.3603773;210.3603773
l392;"SRID=4326;LINESTRING(7.72570638711988 52.2771949193371,7.88957673752775 52.2773967844269)";0.149337846;73.1755446;490;1;;-73.1755446;73.1755446
l393;"SRID=4326;LINESTRING(10.4149924241538 53.4126068813272,11.3706374165175 53.6009910913085)";0.037632822;63.97579804;1700;1;;-63.97579804;63.97579804
l394;"SRID=4326;LINESTRING(10.4149924241538 53.4126068813272,11.6993927384808 53.5722744896829)";0.060932314;103.5849332;1700;1;;-103.5849332;103.5849332
l395;"SRID=4326;LINESTRING(14.5081092115389 51.4137104048148,14.2192283642215 51.1207080075153)";0.501511908;853;1700;1;;852.5702434;852.5702434
l396;"SRID=4326;LINESTRING(14.5081092115389 51.4137104048148,14.2192283642215 51.1207080075153)";0.501620802;853;1700;1;;852.7553634;852.7553634
l397;"SRID=4326;LINESTRING(14.5081092115389 51.4137104048148,14.5700866006585 51.4190137129385)";0.014796442;25.1539519;1700;1;;25.1539519;25.1539519
l398;"SRID=4326;LINESTRING(14.5081092115389 51.4137104048148,14.5700866006585 51.4190137129385)";0.014364079;24.41893383;1700;1;;24.41893383;24.41893383
l399;"SRID=4326;LINESTRING(14.5081092115389 51.4137104048148,14.5700866006585 51.4190137129385)";0.013222165;22.47767967;1700;1;;22.47767967;22.47767967
l400;"SRID=4326;LINESTRING(14.5081092115389 51.4137104048148,14.5700866006585 51.4190137129385)";0.013521199;22.98603795;1700;1;;22.98603795;22.98603795
l401;"SRID=4326;LINESTRING(11.5615085243446 52.1239035693175,11.6441811640088 51.9085129245988)";0.167696771;82.171418;490;1;;-82.171418;82.171418
l402;"SRID=4326;LINESTRING(11.5615085243446 52.1239035693175,11.6441811640088 51.9085129245988)";0.167727944;82.18669263;490;1;;-82.18669263;82.18669263
l403;"SRID=4326;LINESTRING(11.6389126099956 52.2687358982154,11.6441811640088 51.9085129245988)";0.037298244;63.40701422;1700;1;;-63.40701422;63.40701422
l404;"SRID=4326;LINESTRING(11.6441811640088 51.9085129245988,13.9024347133056 51.874723530085)";0.111009666;188.7164328;1700;1;;-188.7164328;188.7164328
l405;"SRID=4326;LINESTRING(11.6441811640088 51.9085129245988,13.9024347133056 51.874723530085)";0.111016473;188.7280037;1700;1;;-188.7280037;188.7280037
l406;"SRID=4326;LINESTRING(11.6389126099956 52.2687358982154,11.6441811640088 51.9085129245988)";0.03735713;63.50712166;1700;1;;-63.50712166;63.50712166
l407;"SRID=4326;LINESTRING(11.6463786860412 50.5348769896165,11.4746908484648 50.6040154986165)";0.080117313;39.25748318;490;1;;39.25748318;39.25748318
l408;"SRID=4326;LINESTRING(11.6463786860412 50.5348769896165,11.4746908484648 50.6040154986165)";0.0799583;39.17956719;490;1;;39.17956719;39.17956719
l409;"SRID=4326;LINESTRING(11.6463786860412 50.5348769896165,10.9910146509867 50.5735270149254)";0.237733432;404.1468349;1700;1;;-404.1468349;404.1468349
l410;"SRID=4326;LINESTRING(11.6463786860412 50.5348769896165,10.9910146509867 50.5735270149254)";0.237898577;404.4275816;1700;1;;-404.4275816;404.4275816
l411;"SRID=4326;LINESTRING(7.44506932534523 51.6185001200754,7.46150030545086 51.6146143296713)";0.611168881;299.4727516;490;1;;299.4727516;299.4727516
l412;"SRID=4326;LINESTRING(10.366274939217 52.2846467643429,10.5054991845412 52.3018379177997)";0.417761951;204.7033561;490;1;;204.7033561;204.7033561
l413;"SRID=4326;LINESTRING(9.52257601112577 52.3604090734199,9.11321011483187 52.5438533448625)";0.262123215;128.4403754;490;1;;-128.4403754;128.4403754
l414;"SRID=4326;LINESTRING(9.12526574244048 52.5382641233458,9.11362801252575 52.5457924965917)";0.011530764;19.60229862;1700;1;;-19.60229862;19.60229862
l415;"SRID=4326;LINESTRING(9.12526574244048 52.5382641233458,9.11362801252575 52.5457924965917)";0.014305161;24.31877298;1700;1;;-24.31877298;24.31877298
l416;"SRID=4326;LINESTRING(9.11321011483187 52.5438533448625,9.25103429423424 53.1144323213021)";0.255502235;125.1960951;490;1;;125.1960951;125.1960951
l417;"SRID=4326;LINESTRING(9.38974515063535 52.0263130791669,9.12526574244048 52.5382641233458)";0.015213837;25.86352312;1700;1;;25.86352312;25.86352312
l418;"SRID=4326;LINESTRING(10.366274939217 52.2846467643429,10.369230142447 52.1670924591566)";0.165983987;81.33215364;490;1;;81.33215364;81.33215364
l419;"SRID=4326;LINESTRING(10.366274939217 52.2846467643429,10.4195406715655 52.236960686926)";0.192049507;94.10425831;490;1;;94.10425831;94.10425831
l420;"SRID=4326;LINESTRING(10.369230142447 52.1670924591566,10.0876468394791 52.3151305685128)";0.239911057;117.556418;490;1;;117.556418;117.556418
l421;"SRID=4326;LINESTRING(8.51888183670623 53.2026352879915,8.05283756803222 53.3338809660191)";0.759656975;372.231918;490;1;;-372.231918;372.231918
l422;"SRID=4326;LINESTRING(10.366274939217 52.2846467643429,9.91814868737007 52.3799963378317)";0.313210551;153.47317;490;1;;153.47317;153.47317
l423;"SRID=4326;LINESTRING(6.97257748891579 50.795693016675,6.70219721289106 51.0088597430362)";0.610682463;1038.160187;1700;1;;-1038.160187;1038.160187
l424;"SRID=4326;LINESTRING(6.84265069037124 50.8635385173748,6.97257748891579 50.795693016675)";0.637330926;1,083;1700;1;;1083.462574;1083.462574
l425;"SRID=4326;LINESTRING(12.262173544509 51.7410202813412,13.9024347133056 51.874723530085)";0.143407315;243.7924353;1700;1;;-243.7924353;243.7924353
l426;"SRID=4326;LINESTRING(13.9024347133056 51.874723530085,13.3823234132251 51.3559961800368)";0.44725965;760;1700;1;;760.3414058;760.3414058
l427;"SRID=4326;LINESTRING(13.9024347133056 51.874723530085,13.3823234132251 51.3559961800368)";0.447204384;760;1700;1;;760.2474521;760.2474521
l428;"SRID=4326;LINESTRING(8.30775696202904 52.3456357754793,8.10495964382999 52.2642614054462)";0.123473732;60.50212848;490;1;;60.50212848;60.50212848
l429;"SRID=4326;LINESTRING(8.40314145213673 52.609644032024,8.30775696202904 52.3456357754793)";0.262441935;128.5965482;490;1;;-128.5965482;128.5965482
l430;"SRID=4326;LINESTRING(10.7610404155909 52.3677293936344,10.366274939217 52.2846467643429)";0.113830346;193.5115881;1700;1;;193.5115881;193.5115881
l431;"SRID=4326;LINESTRING(10.366274939217 52.2846467643429,10.2358631776837 52.2934595593518)";0.647368451;1100.526367;1700;1;;-1100.526367;1100.526367
l432;"SRID=4326;LINESTRING(11.1228546271538 50.9989090757631,10.9910146509867 50.5735270149254)";0.281238746;956;3400;2;;956.211735;956.211735
l433;"SRID=4326;LINESTRING(10.366274939217 52.2846467643429,10.3822011082464 52.9932426669735)";0.228897476;389.1257091;1700;1;;389.1257091;389.1257091
l434;"SRID=4326;LINESTRING(10.366274939217 52.2846467643429,10.3822011082464 52.9932426669735)";0.228884153;389.1030599;1700;1;;389.1030599;389.1030599
l435;"SRID=4326;LINESTRING(10.3787706356666 53.2197927695925,10.3822011082464 52.9932426669735)";0.214922677;365.3685516;1700;1;;-365.3685516;365.3685516
l436;"SRID=4326;LINESTRING(9.51424013881917 51.2590355982966,9.38765132401603 51.6407335383064)";0.577951774;1,965;3400;2;;-1965.036032;1965.036032
l437;"SRID=4326;LINESTRING(9.25938384941478 51.0603668957955,9.51424013881917 51.2590355982966)";0.510025436;1,734;3400;2;;-1734.086482;1734.086482
l438;"SRID=4326;LINESTRING(8.95870858956225 50.0826078209328,9.77415048127863 50.5287496740774)";0.54425139;1,850;3400;2;;-1850.454725;1850.454725
l439;"SRID=4326;LINESTRING(9.74615085631454 50.9168400022101,9.77415048127863 50.5287496740774)";0.602755646;2,049;3400;2;;2049.369197;2049.369197
l440;"SRID=4326;LINESTRING(9.17745969579698 49.0378098900202,9.17731116526151 49.0393782085421)";0.555000543;943.5009239;1700;1;;943.5009239;943.5009239
l441;"SRID=4326;LINESTRING(9.15135403252636 49.1433834351561,9.17731116526151 49.0393782085421)";0.562368138;956.0258353;1700;1;;-956.0258353;956.0258353
l442;"SRID=4326;LINESTRING(10.1878290378895 49.9812166954503,9.44691873439718 49.5902629413636)";0.163827916;278.5074573;1700;1;;-278.5074573;278.5074573
l443;"SRID=4326;LINESTRING(9.15135403252636 49.1433834351561,9.20736452076848 49.176638012732)";0.188620616;320.6550464;1700;1;;320.6550464;320.6550464
l444;"SRID=4326;LINESTRING(9.15135403252636 49.1433834351561,9.69465642193277 49.232592562812)";0.00719945;12.23906573;1700;1;;-12.23906573;12.23906573
l445;"SRID=4326;LINESTRING(10.1174867467825 48.8971053680956,9.69465642193277 49.232592562812)";0.371494975;631.5414574;1700;1;;-631.5414574;631.5414574
l446;"SRID=4326;LINESTRING(10.1878290378895 49.9812166954503,9.69465642193277 49.232592562812)";0.529639463;900.3870869;1700;1;;900.3870869;900.3870869
l447;"SRID=4326;LINESTRING(9.15135403252636 49.1433834351561,9.04543499281662 48.9029620391364)";0.144479585;491.2305887;3400;2;;491.2305887;491.2305887
l448;"SRID=4326;LINESTRING(12.3374245625186 51.1969579483496,12.518222136544 51.157072596162)";0.213991431;728;3400;2;;-727.5708669;727.5708669
l449;"SRID=4326;LINESTRING(12.518222136544 51.157072596162,13.3823234132251 51.3559961800368)";0.594747128;2,022;3400;2;;-2022.140236;2022.140236
l450;"SRID=4326;LINESTRING(12.3374245625186 51.1969579483496,11.1228546271538 50.9989090757631)";0.211234147;359.0980507;1700;1;;359.0980507;359.0980507
l451;"SRID=4326;LINESTRING(11.3704263094168 48.2914922548393,10.8675659384379 48.5394691326321)";0.087757167;298.3743677;3400;2;;298.3743677;298.3743677
l452;"SRID=4326;LINESTRING(10.8408696020982 48.2380310170111,10.9367289569552 48.401306480313)";0.089533039;152.2061665;1700;1;;152.2061665;152.2061665
l453;"SRID=4326;LINESTRING(10.8675659384379 48.5394691326321,10.8408696020982 48.2380310170111)";0.013545346;23.02708902;1700;1;;-23.02708902;23.02708902
l454;"SRID=4326;LINESTRING(10.3633843211809 47.7383368357565,10.8739358089409 47.2444239523258)";0.170163513;83.38012122;490;1;;83.38012122;83.38012122
l455;"SRID=4326;LINESTRING(10.3633843211809 47.7383368357565,10.8739358089409 47.2444239523258)";0.187257504;318.337757;1700;1;;318.337757;318.337757
l456;"SRID=4326;LINESTRING(10.8675659384379 48.5394691326321,10.8637616674018 48.5468231412265)";0.030605249;104.0578472;3400;2;;104.0578472;104.0578472
l457;"SRID=4326;LINESTRING(10.8675659384379 48.5394691326321,10.9367289569552 48.401306480313)";0.079478799;135.1139585;1700;1;;135.1139585;135.1139585
l458;"SRID=4326;LINESTRING(9.42551240461559 48.06435084547,9.19675654948238 48.9129634543149)";0.55078487;269.8845862;490;1;;-269.8845862;269.8845862
l459;"SRID=4326;LINESTRING(9.42551240461559 48.06435084547,9.19078746567264 48.9144168850357)";0.278220244;472.9744143;1700;1;;-472.9744143;472.9744143
l460;"SRID=4326;LINESTRING(9.70421892134793 48.4649756550866,9.88551515679306 48.3040743800139)";0.062051357;105.4873065;1700;1;;105.4873065;105.4873065
l461;"SRID=4326;LINESTRING(9.40058897366435 48.6669524232075,9.70421892134793 48.4649756550866)";0.144822404;246.1980875;1700;1;;246.1980875;246.1980875
l462;"SRID=4326;LINESTRING(7.47224785884145 47.6466324195086,7.7525434408724 47.5391133569052)";0.102752747;174.6796707;1700;1;;-174.6796707;174.6796707
l463;"SRID=4326;LINESTRING(7.95807590404246 47.595477987414,8.31334018942867 49.0090434774209)";0.369483687;628.1222678;1700;1;;-628.1222678;628.1222678
l464;"SRID=4326;LINESTRING(7.57243737559791 48.0188750160839,7.75186259053916 48.0964057598548)";0.265295508;129.9947987;490;1;;-129.9947987;129.9947987
l465;"SRID=4326;LINESTRING(12.8139099558581 50.8579185289825,12.4772465439526 50.753120094381)";0.218156464;106.8966675;490;1;;106.8966675;106.8966675
l466;"SRID=4326;LINESTRING(12.8139099558581 50.8579185289825,13.3264050703954 50.3463722141376)";0.821608601;1,397;1700;1;;1396.734621;1396.734621
l467;"SRID=4326;LINESTRING(14.9464971571741 51.0625863042971,14.2192283642215 51.1207080075153)";0.099130615;168.5220453;1700;1;;168.5220453;168.5220453
l468;"SRID=4326;LINESTRING(14.9464971571741 51.0625863042971,15.1149656392042 51.0905747712724)";0.32787506;557.3876017;1700;1;;557.3876017;557.3876017
l469;"SRID=4326;LINESTRING(14.9464971571741 51.0625863042971,15.1149656392042 51.0905747712724)";0.04097926;69.66474212;1700;1;;69.66474212;69.66474212
l470;"SRID=4326;LINESTRING(12.8139099558581 50.8579185289825,13.8412681302394 50.9901759706559)";0.408287654;694.0890119;1700;1;;-694.0890119;694.0890119
l471;"SRID=4326;LINESTRING(13.8412681302394 50.9901759706559,13.255555029778 50.9301782754208)";0.261858263;445.1590466;1700;1;;445.1590466;445.1590466
l472;"SRID=4326;LINESTRING(12.8139099558581 50.8579185289825,13.255555029778 50.9301782754208)";0.59559082;1012.504394;1700;1;;-1012.504394;1012.504394
l473;"SRID=4326;LINESTRING(10.8431178304875 49.3786927451193,11.5813705373931 48.7648940914575)";0.397538561;1,352;3400;2;;1351.631108;1351.631108
l474;"SRID=4326;LINESTRING(13.0818771402069 48.2565212678656,13.0027821493857 48.2619682848282)";0.363870997;178.2967886;490;1;;-178.2967886;178.2967886
l475;"SRID=4326;LINESTRING(12.2208353829454 48.585732999856,13.0818771402069 48.2565212678656)";0.48729025;238.7722223;490;1;;238.7722223;238.7722223
l476;"SRID=4326;LINESTRING(12.2208353829454 48.585732999856,13.0027821493857 48.2619682848282)";0.466501249;228.5856121;490;1;;228.5856121;228.5856121
l477;"SRID=4326;LINESTRING(13.0818771402069 48.2565212678656,12.7474625154349 48.1487453495297)";0.051379711;25.17605844;490;1;;25.17605844;25.17605844
l478;"SRID=4326;LINESTRING(13.1034346835086 48.6667929839894,12.7474625154349 48.1487453495297)";0.282331856;138.3426095;490;1;;138.3426095;138.3426095
l479;"SRID=4326;LINESTRING(13.1034346835086 48.6667929839894,13.0818771402069 48.2565212678656)";0.455201561;223.0487647;490;1;;223.0487647;223.0487647
l480;"SRID=4326;LINESTRING(9.27063393311954 55.0370264929238,9.19699688149761 54.8510976310855)";0.005011722;17.03985519;3400;2;;17.03985519;17.03985519
l481;"SRID=4326;LINESTRING(11.1937143678616 50.162202113478,11.6463786860412 50.5348769896165)";0.423779469;720.425097;1700;1;;-720.425097;720.425097
l482;"SRID=4326;LINESTRING(10.8360157761226 49.9280674466811,10.1878290378895 49.9812166954503)";0.078608425;133.6343226;1700;1;;133.6343226;133.6343226
l483;"SRID=4326;LINESTRING(11.1937143678616 50.162202113478,10.6642589717763 49.9799858916058)";0.012429456;21.13007446;1700;1;;21.13007446;21.13007446
l484;"SRID=4326;LINESTRING(11.1937143678616 50.162202113478,10.8360157761226 49.9280674466811)";0.145613577;247.5430802;1700;1;;247.5430802;247.5430802
l485;"SRID=4326;LINESTRING(11.1937143678616 50.162202113478,11.8107025878306 50.1837655408821)";0.067754402;115.1824839;1700;1;;115.1824839;115.1824839
l486;"SRID=4326;LINESTRING(12.1147699347953 49.6311522364994,11.8107025878306 50.1837655408821)";0.143790762;244.4442961;1700;1;;244.4442961;244.4442961
l487;"SRID=4326;LINESTRING(13.1034346835086 48.6667929839894,12.2968838072508 48.6069099365163)";0.386364733;1,314;3400;2;;1313.640092;1313.640092
l488;"SRID=4326;LINESTRING(12.082254511457 49.2974477819197,12.1147699347953 49.6311522364994)";0.782048835;1,329;1700;1;;-1329.48302;1329.48302
l489;"SRID=4326;LINESTRING(13.1034346835086 48.6667929839894,12.082254511457 49.2974477819197)";0.833549953;1,417;1700;1;;-1417.034921;1417.034921
l490;"SRID=4326;LINESTRING(8.77244299222179 49.9746686767501,8.38855643052221 49.9823050863709)";0.266115971;452.3971509;1700;1;;-452.3971509;452.3971509
l491;"SRID=4326;LINESTRING(8.77244299222179 49.9746686767501,8.95368125793136 49.5674432054231)";0.267596696;131.1223809;490;1;;131.1223809;131.1223809
l492;"SRID=4326;LINESTRING(14.9464971571741 51.0625863042971,14.2192283642215 51.1207080075153)";0.003501488;5.952528886;1700;1;;5.952528886;5.952528886
l493;"SRID=4326;LINESTRING(13.8412681302394 50.9901759706559,14.2192283642215 51.1207080075153)";1;1,700;1700;1;;-1700;1700
l494;"SRID=4326;LINESTRING(12.2488239333733 51.197882455184,12.518222136544 51.157072596162)";0.92684095;454.1520654;490;1;;-454.1520654;454.1520654
l495;"SRID=4326;LINESTRING(12.2488239333733 51.197882455184,10.7346694131288 51.4401867876631)";0.106059507;51.96915828;490;1;;51.96915828;51.96915828
l496;"SRID=4326;LINESTRING(12.518222136544 51.157072596162,10.7346694131288 51.4401867876631)";0.226037349;110.7583012;490;1;;110.7583012;110.7583012
l497;"SRID=4326;LINESTRING(11.0049169401521 50.5074149865379,10.9910146509867 50.5735270149254)";6.61983E-05;0.22507419;3400;2;;0.22507419;0.22507419
l498;"SRID=4326;LINESTRING(12.8139099558581 50.8579185289825,13.0025899280761 50.8659127554399)";0.057792697;28.31842144;490;1;;-28.31842144;28.31842144
l499;"SRID=4326;LINESTRING(12.0449825821974 50.7812567747087,12.2428369607183 50.5674531847227)";0.434096212;425.4142882;980;2;;-425.4142882;425.4142882
l500;"SRID=4326;LINESTRING(11.1228546271538 50.9989090757631,10.7346694131288 51.4401867876631)";0.225916779;110.6992216;490;1;;110.6992216;110.6992216
l501;"SRID=4326;LINESTRING(11.1228546271538 50.9989090757631,10.7346694131288 51.4401867876631)";0.225927084;110.7042711;490;1;;110.7042711;110.7042711
l502;"SRID=4326;LINESTRING(11.8942662085419 51.4057031779769,11.1228546271538 50.9989090757631)";0.551955336;938;1700;1;;938.3240708;938.3240708
l503;"SRID=4326;LINESTRING(11.8942662085419 51.4057031779769,11.1228546271538 50.9989090757631)";0.551976555;938;1700;1;;938.3601435;938.3601435
l504;"SRID=4326;LINESTRING(13.2490284051015 52.5316239158784,13.3155159230367 52.521999382843)";0.122646298;416.9974134;3400;2;;-416.9974134;416.9974134
l505;"SRID=4326;LINESTRING(13.3686540366335 52.5031475699387,13.4564307414427 52.521451771614)";0.404473144;1375.208689;3400;2;;-1375.208689;1375.208689
l506;"SRID=4326;LINESTRING(13.5241987812625 52.5356343208068,13.4564307414427 52.521451771614)";0.67348065;2289.83421;3400;2;;2289.83421;2289.83421
l507;"SRID=4326;LINESTRING(13.3686540366335 52.5031475699387,13.3155159230367 52.521999382843)";0.145029405;493.0999766;3400;2;;493.0999766;493.0999766
l508;"SRID=4326;LINESTRING(13.2115276810432 52.5806278358522,13.2490284051015 52.5316239158784)";0.151178008;257.0026132;1700;1;;-257.0026132;257.0026132
l509;"SRID=4326;LINESTRING(11.7924138767477 48.8382240603814,12.2208353829454 48.585732999856)";0.473142509;463.6796589;980;2;;463.6796589;463.6796589
l510;"SRID=4326;LINESTRING(11.7924138767477 48.8382240603814,11.3269542156337 49.3934813535393)";0.835289729;818.5839342;980;2;;-818.5839342;818.5839342
l511;"SRID=4326;LINESTRING(12.082254511457 49.2974477819197,11.3269542156337 49.3934813535393)";0.701218684;343.5971551;490;1;;343.5971551;343.5971551
l512;"SRID=4326;LINESTRING(11.7924138767477 48.8382240603814,11.5077306291349 48.7611239826781)";0.503289277;246.6117459;490;1;;246.6117459;246.6117459
l513;"SRID=4326;LINESTRING(12.082254511457 49.2974477819197,11.8107025878306 50.1837655408821)";0.146737081;71.9011698;490;1;;-71.9011698;71.9011698
l514;"SRID=4326;LINESTRING(11.8132329291411 48.2212664672329,11.8076056990284 48.4554268046327)";0.596076385;292.0774287;490;1;;-292.0774287;292.0774287
l515;"SRID=4326;LINESTRING(11.8076056990284 48.4554268046327,11.5813705373931 48.7648940914575)";0.852752342;417.8486478;490;1;;-417.8486478;417.8486478
l516;"SRID=4326;LINESTRING(11.868156362746 48.206802931481,11.5813705373931 48.7648940914575)";0.775053616;1,318;1700;1;;-1317.591148;1317.591148
l517;"SRID=4326;LINESTRING(11.6393121226285 48.1787834513521,11.868156362746 48.206802931481)";0.480499108;816.8484828;1700;1;;-816.8484828;816.8484828
l518;"SRID=4326;LINESTRING(11.6393121226285 48.1787834513521,11.868156362746 48.206802931481)";0.482543553;820.3240394;1700;1;;-820.3240394;820.3240394
l519;"SRID=4326;LINESTRING(11.868156362746 48.206802931481,12.2968838072508 48.6069099365163)";0.261472338;1,334;5100;3;;-1333.508924;1333.508924
l520;"SRID=4326;LINESTRING(10.0837513310281 48.268867503254,10.0821573814608 48.2660901922742)";0.225633863;383.5775663;1700;1;;-383.5775663;383.5775663
l521;"SRID=4326;LINESTRING(10.8408696020982 48.2380310170111,10.0837513310281 48.268867503254)";0.565893466;277.2877986;490;1;;-277.2877986;277.2877986
