l_id;v_id_1;v_id_2;wkt_srid_4326;1;voltage;cables;wires;frequency;name;operator;ref;length_m;r_ohmkm;x_ohmkm;c_nfkm;i_th_max_a;from_relation
577;220;387;"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.93221843866486 52.1933124298166)";;220000;;;;Veltheim - Bechterdissen;;;31846;;;;;3873614
578;388;387;"SRID=4326;LINESTRING(8.95904413219088 52.2784949764899,8.93221843866486 52.1933124298166)";;220000;6;2;;Veltheim - Meißen;;"A8;A9";11098;0.04;0.16;23;2.6;3873615
579;389;385;"SRID=4326;LINESTRING(9.59430158866246 49.7984427303145,9.09051754868887 49.9700413735997)";;220000;6;;;;;"216;217";46720;;;;;3874447
580;334;390;"SRID=4326;LINESTRING(11.193727795361 50.1622144406172,10.9729038959004 49.5585073756737)";;380000;3;4;;;;432;81073;0.025;0.25;13.7;2.6;3874448
581;384;334;"SRID=4326;LINESTRING(10.8431177989998 49.3786926858391,11.193727795361 50.1622144406172)";;380000;3;4;;;;436;102607;0.025;0.25;13.7;2.6;3874451
582;384;390;"SRID=4326;LINESTRING(10.8431177989998 49.3786926858391,10.9729038959004 49.5585073756737)";;380000;3;4;;;;438;27503;0.025;0.25;13.7;2.6;3874452
583;391;385;"SRID=4326;LINESTRING(8.95464412133747 50.0860157333265,9.09051754868887 49.9700413735997)";;220000;6;1;;Staudinger - Aschaffenburg;;;28905;0.08;0.32;11.5;1.3;3874453
584;384;389;"SRID=4326;LINESTRING(10.8431177989998 49.3786926858391,9.59430158866246 49.7984427303145)";;220000;6;1;;Trennfeld - Raitersaich;;211;114917;0.08;0.32;11.5;1.3;3874454
585;144;392;"SRID=4326;LINESTRING(7.17937912538938 51.4722019484347,7.17590438914786 51.4755782506206)";;220000;3;;50;;;;647;;;;;3883649
586;37;49;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,10.99933301239 52.2001419745622)";;380000;3;;;;50Hertz;491;48738;;;;;3883858
587;37;49;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,10.99933301239 52.2001419745622)";;380000;3;;;;50Hertz;492;48758;;;;;3883859
588;393;233;"SRID=4326;LINESTRING(10.231641549556 48.5297622792522,9.88551509756969 48.3040743584705)";;380000;3;;50;Delmensingen - Niederstotzingen;;;41042;;;;;3883861
589;394;312;"SRID=4326;LINESTRING(10.2224539935941 48.7367522347984,10.1174866946797 48.8971053361382)";;380000;3;;;Goldshöfe - Rotensohl;;;20318;;;;;3883862
590;262;395;"SRID=4326;LINESTRING(9.8013171668981 47.6525043240978,9.64533503255392 47.7445961090448)";;380000;3;;50;Grünkraut - Obermooweiler;;;18314;;;;;3883863
591;396;230;"SRID=4326;LINESTRING(10.4015868558303 48.5099297352537,10.391776056934 48.5184609117668)";;380000;3;;50;Gundelfingen - Gundremmingen;LEW;;2192;;;;;3883864
592;397;284;"SRID=4326;LINESTRING(8.80962330905886 50.2034748086043,8.65659923594081 50.6055491256016)";;380000;3;4;;;TenneT;3023;50615;0.025;0.25;13.7;2.6;3885010
593;397;246;"SRID=4326;LINESTRING(8.80962330905886 50.2034748086043,8.95870856177306 50.0826078105489)";;380000;3;4;50;;;3024;19665;0.025;0.25;13.7;2.6;3885011
594;25;398;"SRID=4326;LINESTRING(9.34476098807139 53.9218370583068,9.72460611042234 54.2882702503445)";;380000;6;2;50;;TenneT;303;50881;0.025;0.25;13.7;2.6;3885012
595;81;74;"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,13.9024346886892 51.8747235190459)";;380000;3;;;;50Hertz;539;43423;;;;;3885041
596;81;74;"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,13.9024346886892 51.8747235190459)";;380000;3;;;;50Hertz;540;43440;;;;;3885042
597;280;80;"SRID=4326;LINESTRING(13.3823233828996 51.3559961579888,14.5081091811329 51.4137103812427)";;380000;3;;50;;50Hertz;557;94056;;;;;3885043
598;280;80;"SRID=4326;LINESTRING(13.3823233828996 51.3559961579888,14.5081091811329 51.4137103812427)";;380000;3;;50;;50Hertz;558;94068;;;;;3885044
599;81;280;"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,13.3823233828996 51.3559961579888)";;380000;3;;;;50Hertz;559;121638;;;;;3885045
600;81;280;"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,13.3823233828996 51.3559961579888)";;380000;3;;;;50Hertz;560;121608;;;;;3885046
601;334;336;"SRID=4326;LINESTRING(11.193727795361 50.1622144406172,11.8107025453557 50.1837655260691)";;220000;3;;50;;;246;49216;;;;;3888198
602;399;261;"SRID=4326;LINESTRING(9.09714220939812 48.8277618380686,9.0454349679866 48.9029620137561)";;220000;3;;;;;9333;9513;;;;;3888199
603;220;387;"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.93221843866486 52.1933124298166)";;220000;3;;50;;;A1;34201;;;;;3888200
604;220;400;"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.62886493303814 51.9936340707213)";;220000;6;;50;;;;1688;;;;;3888201
605;400;387;"SRID=4326;LINESTRING(8.62886493303814 51.9936340707213,8.93221843866486 52.1933124298166)";;220000;3;;50;;Netz Veltheim;A2;33114;;;;;3888202
606;401;24;"SRID=4326;LINESTRING(10.0604081018258 54.3487708201584,9.72699196993402 54.2914209867842)";;220000;3;1;50;207A;TenneT;207A;24702;0.16;0.64;5.75;0.65;3889743
607;83;401;"SRID=4326;LINESTRING(10.1562824575947 54.2755482549913,10.0604081018258 54.3487708201584)";;220000;3;1;50;207A;TenneT;207A;19436;0.16;0.64;5.75;0.65;3889744
608;22;402;"SRID=4326;LINESTRING(9.20210420095253 53.8951574100045,9.44963652666114 53.967286497351)";;220000;3;;;;;212;18353;;;;;3889745
609;99;239;"SRID=4326;LINESTRING(6.99647659179489 49.3754093063084,6.70228540768092 49.8289944201161)";;220000;3;2;;Osburg;;;70865;0.08;0.32;11.5;1.3;3889746
610;362;231;"SRID=4326;LINESTRING(8.04936352422006 47.550881853478,7.95805402328778 47.5954722640613)";;220000;6;;50;Kühmoss - Laufenberg 220 kV;;;9168;;;;;3915992
611;403;362;"SRID=4326;LINESTRING(8.25885994832776 47.6342116213731,8.04936352422006 47.550881853478)";;380000;3;;;Tiengen (DE) - Laufenberg (CH);;;22980;;;;;3916226
612;403;404;"SRID=4326;LINESTRING(8.25885994832776 47.6342116213731,8.23209442033504 47.5561434831307)";;220000;3;;;Tiengen (DE) - Beznau (CH) 220 kV;;;10791;;;;;3916290
613;403;404;"SRID=4326;LINESTRING(8.25885994832776 47.6342116213731,8.23209442033504 47.5561434831307)";;380000;3;;;Tiengen (DE) - Beznau (CH) 380 kV;;;9656;;;;;3916291
614;405;231;"SRID=4326;LINESTRING(7.75259055668336 47.5391330214816,7.95805402328778 47.5954722640613)";;380000;;;;Asphard (CH) - Kühmoos (DE);;;27702;;;;;3916522
615;189;362;"SRID=4326;LINESTRING(8.61664767275337 48.0659537906797,8.04936352422006 47.550881853478)";;380000;3;;;Trossingen (DE) - Laufenburg (CH);;;82181;;;;;3916550
616;234;406;"SRID=4326;LINESTRING(9.01340238045655 47.8453486310857,8.86152575255362 47.8064353220893)";;220000;3;;;Beuren - Stockach;;;12240;;;;;3918228
617;235;406;"SRID=4326;LINESTRING(8.25192548128222 47.6397698264894,8.86152575255362 47.8064353220893)";;220000;3;;;Gurtweil - Beuren;;;77251;;;;;3918229
618;407;408;"SRID=4326;LINESTRING(13.1456729233878 55.5016025811583,10.8023579660248 53.8975474102628)";;450000;;;0;Herrenwyk (DE) - Kruseberg (SE);;;266556;;;;;3918230
619;235;403;"SRID=4326;LINESTRING(8.25192548128222 47.6397698264894,8.25885994832776 47.6342116213731)";;220000;3;;;Tiengen - Gurtweil;;;878;;;;;3918231
620;216;261;"SRID=4326;LINESTRING(9.1907874369222 48.914416873799,9.0454349679866 48.9029620137561)";;380000;3;;;Hoheneck Amprion - Pulverdingen;;;12774;;;;;3926258
621;409;261;"SRID=4326;LINESTRING(9.21565014323537 48.8523053231829,9.0454349679866 48.9029620137561)";;380000;3;;;Mühlhausen - Pulverdingen;;;30516;;;;;3926259
622;409;320;"SRID=4326;LINESTRING(9.21565014323537 48.8523053231829,9.40063139462492 48.6669424396984)";;380000;3;;;Mühlhausen - Wendlingen;;;38236;;;;;3926260
623;410;230;"SRID=4326;LINESTRING(10.4012813869114 48.5146084080517,10.391776056934 48.5184609117668)";;380000;12;4;;;;;1871;0.00625;0.0625;54.8;10.4;3926261
624;220;411;"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.73757268935919 51.7001692737445)";;220000;3;;;Bechterdissen - Paderbord/Süd;;;38674;;;;;3937928
625;23;412;"SRID=4326;LINESTRING(9.98853660865951 53.766277668594,10.6414677086397 53.9191626884641)";;220000;3;;;;;208;48771;;;;;3943779
626;384;350;"SRID=4326;LINESTRING(10.8431177989998 49.3786926858391,11.3269526751765 49.393473117636)";;220000;;;;;;237;39322;;;;;3943780
627;307;312;"SRID=4326;LINESTRING(9.15135394990856 49.1433834119236,10.1174866946797 48.8971053361382)";;220000;3;;;Großgartach - Goldshöfe;;;104688;;;;;3945260
628;409;320;"SRID=4326;LINESTRING(9.21565014323537 48.8523053231829,9.40063139462492 48.6669424396984)";;380000;3;;;Mühlhausen - Wendlingen;;;38323;;;;;3945261
629;413;56;"SRID=4326;LINESTRING(8.67371728898445 49.2904393851271,8.62320967451897 49.3565822492832)";;220000;3;2;;Wiesloch - HD-Neurott;;;9616;0.08;0.32;11.5;1.3;3945263
630;409;261;"SRID=4326;LINESTRING(9.21565014323537 48.8523053231829,9.0454349679866 48.9029620137561)";;380000;3;;;;;;30516;;;;;3945265
631;216;261;"SRID=4326;LINESTRING(9.1907874369222 48.914416873799,9.0454349679866 48.9029620137561)";;380000;3;;;;;;12774;;;;;3945266
632;384;350;"SRID=4326;LINESTRING(10.8431177989998 49.3786926858391,11.3269526751765 49.393473117636)";;220000;3;;;;;237;39322;;;;;3946835
633;27;414;"SRID=4326;LINESTRING(9.52960512906833 53.6189906941937,9.48789502699389 53.6365577623199)";;220000;3;;;Götzdorf - Stade;;;4544;;;;;3947498
634;30;27;"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,9.52960512906833 53.6189906941937)";;220000;6;;;;;;11530;;;;;3947499
635;27;415;"SRID=4326;LINESTRING(9.52960512906833 53.6189906941937,9.49151079250535 53.6580982806881)";;220000;3;;;;;;7031;;;;;3947500
636;415;414;"SRID=4326;LINESTRING(9.49151079250535 53.6580982806881,9.48789502699389 53.6365577623199)";;220000;3;;;;;;3107;;;;;3947501
637;405;362;"SRID=4326;LINESTRING(7.75259055668336 47.5391330214816,8.04936352422006 47.550881853478)";;380000;3;;;Asphard - Laufenburg;;;23657;;;;;3948321
638;416;362;"SRID=4326;LINESTRING(7.47226685748746 47.6466103447741,8.04936352422006 47.550881853478)";;380000;3;;;Sierentz (FR) - Laufenburg (CH);;;48408;;;;;3948325
639;328;417;"SRID=4326;LINESTRING(13.0818771201792 48.2565212405017,13.4428541936116 48.4345463643775)";;220000;3;;;;;235;36610;;;;;3948357
640;328;417;"SRID=4326;LINESTRING(13.0818771201792 48.2565212405017,13.4428541936116 48.4345463643775)";;220000;3;;;;;236;36533;;;;;3948358
641;418;417;"SRID=4326;LINESTRING(13.7106901040113 48.5193051606747,13.4428541936116 48.4345463643775)";;220000;3;;;;;237;24409;;;;;3948359
642;418;417;"SRID=4326;LINESTRING(13.7106901040113 48.5193051606747,13.4428541936116 48.4345463643775)";;220000;3;;;;;238;24482;;;;;3948360
643;6;299;"SRID=4326;LINESTRING(9.91814864613865 52.3799963125719,10.0876467999739 52.3151305547947)";;220000;3;1;;;;;14726;0.16;0.64;5.75;0.65;3952096
644;221;419;"SRID=4326;LINESTRING(7.31136229105814 53.1257665563186,6.02502872785802 54.3540286881643)";;300000;;;0;Borwin 1;;;189551;;;;;3952638
645;221;420;"SRID=4326;LINESTRING(7.31136229105814 53.1257665563186,6.02503294993986 54.3549329471359)";;300000;;;0;Borwin 2;;;189499;;;;;3952639
646;264;403;"SRID=4326;LINESTRING(9.42551238607291 48.0643507981263,8.25885994832776 47.6342116213731)";;220000;;;;Herbertingen - Tiengen;;;112460;;;;;3983637
647;264;403;"SRID=4326;LINESTRING(9.42551238607291 48.0643507981263,8.25885994832776 47.6342116213731)";;380000;;;;Herbertingen - Tiengen;;;113534;;;;;3983638
648;24;272;"SRID=4326;LINESTRING(9.72699196993402 54.2914209867842,9.31819523638713 54.7160494089748)";;220000;3;1;;;;206;63310;0.16;0.64;5.75;0.65;3983706
649;224;229;"SRID=4326;LINESTRING(8.3523338799966 49.4212743386606,8.50180851652818 49.4449115114399)";;220000;6;;;;;;12509;;;;;3989160
650;421;56;"SRID=4326;LINESTRING(9.09183529743294 49.2946188662059,8.62320967451897 49.3565822492832)";;220000;3;;;;;;37257;;;;;3989162
651;421;309;"SRID=4326;LINESTRING(9.09183529743294 49.2946188662059,9.44691867105201 49.5902629324336)";;380000;3;;;;;;45271;;;;;3989163
652;422;56;"SRID=4326;LINESTRING(8.66378315807233 49.3600873718872,8.62320967451897 49.3565822492832)";;220000;6;2;;HD-Neurott - HD-Süd;;;3193;0.04;0.16;23;2.6;4013370
653;286;303;"SRID=4326;LINESTRING(9.56710201161841 51.3252573276817,9.38765125748855 51.640733525594)";;220000;6;2;;Würgassen - Sandershausen;;;46045;0.04;0.16;23;2.6;4013372
654;231;423;"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.95849127307054 47.5791483196323)";;220000;3;;;Leitung 1 von Säckingen nach Kühlmoos;;;4032;;;;;4013373
655;424;52;"SRID=4326;LINESTRING(8.34912612288763 49.0130521177978,8.3133401659254 49.0090434643525)";;220000;6;;;;;;2842;;;;;4013374
656;220;157;"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.364229530696 51.9271204904611)";;380000;3;4;;;;4375;26567;0.025;0.25;13.7;2.6;4430965
657;297;425;"SRID=4326;LINESTRING(10.3692300485918 52.1670924338554,10.4203895577612 52.1652004276784)";;220000;6;;;;;;3637;;;;;4441425
658;297;426;"SRID=4326;LINESTRING(10.3692300485918 52.1670924338554,10.3884721771883 52.1513649329361)";;220000;6;;;;;;2421;;;;;4441426
659;279;344;"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.0025898987886 50.8659127196838)";;220000;3;2;50;;50hertz;225;18210;0.08;0.32;11.5;1.3;4713421
660;201;62;"SRID=4326;LINESTRING(9.25103425143703 53.1144323051271,8.82002487241632 53.1073882918815)";;220000;3;1;50;;;2144;38821;0.16;0.64;5.75;0.65;4741567
661;279;323;"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,12.4772465232803 50.7531200813148)";;220000;3;;50;Röhrsdorf - Crossen;50Hertz;211;30264;;;;;4815174
662;52;53;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,7.75349546540486 48.0993557006259)";;380000;3;4;50;Eichstetten - Daxlanden;;7510;120885;0.025;0.25;13.7;2.6;4819879
663;256;371;"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.74970009407096 49.3651763747607)";;220000;3;2;50;Diefflen - Obergraben;amprion;2460;484;0.08;0.32;11.5;1.3;4819954
664;256;372;"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.76601564520935 49.3600771523749)";;220000;3;2;50;Diefflen - Saarwellingen;amprion;2451;1110;0.08;0.32;11.5;1.3;4819990
665;52;427;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.30626265141083 49.0128258362562)";;380000;3;4;50;;;7564;802;0.025;0.25;13.7;2.6;4858100
666;279;65;"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.3264049984725 50.3463721850552)";;380000;3;3;50;;;446;81703;0.033333;0.333333;10.275;1.95;5134203
667;60;160;"SRID=4326;LINESTRING(8.47470704898602 53.4286511943138,8.47791063608626 53.428485468955)";;380000;3;1;50;;;;207;0.1;1;3.425;0.65;5152505
668;60;160;"SRID=4326;LINESTRING(8.47470704898602 53.4286511943138,8.47791063608626 53.428485468955)";;380000;3;1;50;;;;177;0.1;1;3.425;0.65;5152506
669;159;161;"SRID=4326;LINESTRING(8.05408735442182 53.3323026933898,8.05283751634017 53.3338809598955)";;220000;3;;50;;;;143;;;;;5152510
670;159;161;"SRID=4326;LINESTRING(8.05408735442182 53.3323026933898,8.05283751634017 53.3338809598955)";;220000;3;;50;;;;113;;;;;5152511
671;269;284;"SRID=4326;LINESTRING(8.284861778672 50.7590735194915,8.65659923594081 50.6055491256016)";;380000;3;4;;Gießen-Nord - Dillenburg;;3015/3005;37921;0.025;0.25;13.7;2.6;5152665
672;16;49;"SRID=4326;LINESTRING(10.7610403785613 52.3677293804096,10.99933301239 52.2001419745622)";;380000;3;4;50;;;3024;26178;0.025;0.25;13.7;2.6;5207092
673;24;272;"SRID=4326;LINESTRING(9.72699196993402 54.2914209867842,9.31819523638713 54.7160494089748)";;220000;3;1;50;;TenneT;206;63307;0.16;0.64;5.75;0.65;5207200
674;13;14;"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.8132328973194 48.2212664654998)";;220000;3;2;50;Oba-Nfi II;TenneT TSO GmbH;264;39297;0.08;0.32;11.5;1.3;5247406
675;8;21;"SRID=4326;LINESTRING(10.4149923381504 53.4126068830249,10.1575015165126 53.5551316685834)";;380000;3;;50;"991;992 II";50Hertz;"991;992";28584;;;;;5247533
676;52;367;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.4413154852023 49.2514026469585)";;380000;3;3;;Daxladen-Phillippsburg II;;7520;33164;0.033333;0.333333;10.275;1.95;5247596
677;13;64;"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.4407746483177 48.1718035473026)";;380000;3;4;;Oberbachern - Menzing II;Stadtwerke München;"439;440";17116;0.025;0.25;13.7;2.6;5247617
678;231;423;"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.95849127307054 47.5791483196323)";;220000;3;;;Leitung 2 von Säckingen nach Kühlmoos;;;4030;;;;;5268323
679;231;423;"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.95849127307054 47.5791483196323)";;220000;3;;;Leitung 3 von Säckingen nach Kühlmoos;;;3999;;;;;5268327
680;231;423;"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.95849127307054 47.5791483196323)";;220000;3;;;Leitung 4 von Säckingen nach Kühlmoos;;;4002;;;;;5268331
681;28;27;"SRID=4326;LINESTRING(9.77654483874895 53.6906352606291,9.52960512906833 53.6189906941937)";;220000;3;;50;AKW Stade - UW Kummerfeld;;;23787;;;;;5379925
682;30;201;"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,9.25103425143703 53.1144323051271)";;380000;3;2;50;3100 schwarz;TenneT;3100;52722;0.05;0.5;6.85;1.3;5497488
683;30;201;"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,9.25103425143703 53.1144323051271)";;380000;3;2;50;3100 grün;TenneT;3100;52725;0.05;0.5;6.85;1.3;5497490
684;313;32;"SRID=4326;LINESTRING(12.3374229103144 51.1969683571228,11.1228545605428 50.9989090670144)";;380000;3;3;50;Pulgar - Vieselbach;50Hertz Transmission;590;104480;0.033333;0.333333;10.275;1.95;5507286
685;428;81;"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)";;380000;3;;50;;50Hertz;;7324;;;;;5581798
686;428;81;"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)";;380000;3;;50;;50Hertz;;6772;;;;;5581799
687;428;81;"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)";;380000;3;;50;;50Hertz;;6721;;;;;5581800
688;428;81;"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)";;380000;3;;50;;50Hertz;;6792;;;;;5581801
689;428;81;"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)";;380000;3;;50;;50Hertz;;6720;;;;;5581802
690;428;81;"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)";;380000;3;;50;;50Hertz;;7324;;;;;5581803
691;119;431;"SRID=4326;LINESTRING(6.45655246642153 50.8713380368705,6.2140153990158 50.9438998573728)";;380000;3;4;50;Kirchberg Süd;Amprion;;20673;0.025;0.25;13.7;2.6;69607
692;429;431;"SRID=4326;LINESTRING(6.21619297137216 50.9123617956925,6.2140153990158 50.9438998573728)";;380000;3;4;50;Kirchberg Süd;Amprion;;3765;0.025;0.25;13.7;2.6;69607
693;430;431;"SRID=4326;LINESTRING(5.91852734477995 51.1484263858426,6.2140153990158 50.9438998573728)";;380000;3;4;50;Kirchberg Süd;Amprion;;34211;0.025;0.25;13.7;2.6;69607
694;432;434;"SRID=4326;LINESTRING(10.9662583424068 47.2695304688802,11.2869438320852 47.4928624569052)";;220000;3;2;50;Silz (AT) - Krün (DE) - Oberbrunn;;"250;251";42194;0.08;0.32;11.5;1.3;110486
695;433;434;"SRID=4326;LINESTRING(11.2777210418419 47.4958726669837,11.2869438320852 47.4928624569052)";;220000;3;2;50;Silz (AT) - Krün (DE) - Oberbrunn;;"250;251";806;0.08;0.32;11.5;1.3;110486
696;19;434;"SRID=4326;LINESTRING(11.2939727001158 48.0520427719624,11.2869438320852 47.4928624569052)";;220000;3;2;50;Silz (AT) - Krün (DE) - Oberbrunn;;"250;251";71413;0.08;0.32;11.5;1.3;110486
697;45;435;"SRID=4326;LINESTRING(13.3057532949594 52.2307818451873,13.5053368398164 52.4747788520482)";;220000;3;2;50;302 Marzahn - Thyrow;50Hertz;302;38755;0.08;0.32;11.5;1.3;241441
698;44;435;"SRID=4326;LINESTRING(13.5061534469385 52.473822309174,13.5053368398164 52.4747788520482)";;220000;3;2;50;302 Marzahn - Thyrow;50Hertz;302;80;0.08;0.32;11.5;1.3;241441
699;46;435;"SRID=4326;LINESTRING(13.5241987309997 52.5356342713481,13.5053368398164 52.4747788520482)";;220000;3;2;50;302 Marzahn - Thyrow;50Hertz;302;9094;0.08;0.32;11.5;1.3;241441
700;231;437;"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,8.53055554991256 47.9148481845625)";;380000;3;4;50;ENGST-KUHMO-VILLI;EnBW;7630;67448;0.025;0.25;13.7;2.6;282239
701;190;437;"SRID=4326;LINESTRING(8.87294280487974 48.3100912582216,8.53055554991256 47.9148481845625)";;380000;3;4;50;ENGST-KUHMO-VILLI;EnBW;7630;55454;0.025;0.25;13.7;2.6;282239
702;436;437;"SRID=4326;LINESTRING(8.46542980021065 48.0435236210637,8.53055554991256 47.9148481845625)";;380000;3;4;50;ENGST-KUHMO-VILLI;EnBW;7630;16231;0.025;0.25;13.7;2.6;282239
703;288;439;"SRID=4326;LINESTRING(7.91072928612534 48.5012882982432,8.24975045659741 48.8491773731136)";;220000;3;4;50;Daxlanden - Weier;EnBW;DAXLA-KUMRA-WEIER;47453;0.04;0.16;23;2.6;339244
704;438;439;"SRID=4326;LINESTRING(8.24872901623214 48.8463165189067,8.24975045659741 48.8491773731136)";;220000;3;4;50;Daxlanden - Weier;EnBW;DAXLA-KUMRA-WEIER;304;0.04;0.16;23;2.6;339244
705;52;439;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.24975045659741 48.8491773731136)";;220000;3;4;50;Daxlanden - Weier;EnBW;DAXLA-KUMRA-WEIER;19936;0.04;0.16;23;2.6;339244
706;23;440;"SRID=4326;LINESTRING(9.98853660865951 53.766277668594,9.45967747872262 53.8646574512707)";;220000;3;1;50;202;TenneT;202;39532;0.16;0.64;5.75;0.65;908964
707;402;440;"SRID=4326;LINESTRING(9.44963652666114 53.967286497351,9.45967747872262 53.8646574512707)";;220000;3;1;50;202;TenneT;202;12335;0.16;0.64;5.75;0.65;908964
708;26;440;"SRID=4326;LINESTRING(9.34400177215961 53.8517774635399,9.45967747872262 53.8646574512707)";;220000;3;1;50;202;TenneT;202;9587;0.16;0.64;5.75;0.65;908964
709;32;442;"SRID=4326;LINESTRING(11.1228545605428 50.9989090670144,11.4299065773025 50.9114464610955)";;380000;3;4;50;415;50Hertz;415;25884;0.025;0.25;13.7;2.6;918569
710;441;442;"SRID=4326;LINESTRING(11.4703941249156 50.9303902294723,11.4299065773025 50.9114464610955)";;380000;3;4;50;415;50Hertz;415;3832;0.025;0.25;13.7;2.6;918569
711;78;442;"SRID=4326;LINESTRING(11.6463786274424 50.534876971042,11.4299065773025 50.9114464610955)";;380000;3;4;50;415;50Hertz;415;51850;0.025;0.25;13.7;2.6;918569
712;86;444;"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.25501773539194 53.0267136928067)";;380000;3;4;50;Emsland West;"Amprion;TenneT";305;84868;0.025;0.25;13.7;2.6;962119
713;443;444;"SRID=4326;LINESTRING(7.25465688214231 53.0266716315927,7.25501773539194 53.0267136928067)";;380000;3;4;50;Emsland West;"Amprion;TenneT";305;60;0.025;0.25;13.7;2.6;962119
714;221;444;"SRID=4326;LINESTRING(7.31136229105814 53.1257665563186,7.25501773539194 53.0267136928067)";;380000;3;4;50;Emsland West;"Amprion;TenneT";305;13170;0.025;0.25;13.7;2.6;962119
715;207;445;"SRID=4326;LINESTRING(7.60711612154456 51.8986046029193,7.37185639416872 52.1977066547834)";;220000;3;1;50;Amelsbüren;Amprion;;42126;0.16;0.64;5.75;0.65;962174
716;95;445;"SRID=4326;LINESTRING(7.88957671235007 52.2773967624078,7.37185639416872 52.1977066547834)";;220000;3;1;50;Amelsbüren;Amprion;;41204;0.16;0.64;5.75;0.65;962174
717;86;445;"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.37185639416872 52.1977066547834)";;220000;3;1;50;Amelsbüren;Amprion;;35337;0.16;0.64;5.75;0.65;962174
718;181;447;"SRID=4326;LINESTRING(14.0336963684666 53.5078685980791,13.3984708281663 53.7933318754816)";;220000;3;2;50;316;50Hertz Transmission;316;61718;0.08;0.32;11.5;1.3;1021993
719;446;447;"SRID=4326;LINESTRING(13.399828840425 53.7944477778114,13.3984708281663 53.7933318754816)";;220000;3;2;50;316;50Hertz Transmission;316;200;0.08;0.32;11.5;1.3;1021993
720;42;447;"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,13.3984708281663 53.7933318754816)";;220000;3;2;50;316;50Hertz Transmission;316;89481;0.08;0.32;11.5;1.3;1021993
721;135;448;"SRID=4326;LINESTRING(7.7186272145384 51.5342075115271,7.42474524551043 51.4592583943398)";;380000;3;4;50;Schwerterheide Nord;Amprion;;28631;0.025;0.25;13.7;2.6;1082812
722;109;448;"SRID=4326;LINESTRING(7.31318284290137 51.4466113896128,7.42474524551043 51.4592583943398)";;380000;3;4;50;Schwerterheide Nord;Amprion;;8884;0.025;0.25;13.7;2.6;1082812
723;112;448;"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.42474524551043 51.4592583943398)";;380000;3;4;50;Schwerterheide Nord;Amprion;;15771;0.025;0.25;13.7;2.6;1082812
724;113;449;"SRID=4326;LINESTRING(7.12323882950453 51.5256121803004,7.12336046768833 51.4473443869048)";;380000;3;4;50;Oerkhaus West;Amprion;;11486;0.025;0.25;13.7;2.6;1082813
725;132;449;"SRID=4326;LINESTRING(7.00877914033175 51.1742549180397,7.12336046768833 51.4473443869048)";;380000;3;4;50;Oerkhaus West;Amprion;;39210;0.025;0.25;13.7;2.6;1082813
726;107;449;"SRID=4326;LINESTRING(7.1255729106725 51.4489772588145,7.12336046768833 51.4473443869048)";;380000;3;4;50;Oerkhaus West;Amprion;;129;0.025;0.25;13.7;2.6;1082813
